concept:name,case:concept:name,case:AMOUNT_REQ,StartTime,StartRes,CompleteTime,CompleteRes,Duration,activity_pre,activity,activity_verb,activity_dec,pre_activity,rank_result,result,TimeDiff
O_SELECTED,182774,9000,2011-11-07 13:43:34,10982,2011-11-07 13:43:34,10982,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182774,9000,2011-11-07 13:43:35,10982,2011-11-07 13:43:35,10982,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182774,9000,2011-11-07 13:43:35,10982,2011-11-07 13:43:35,10982,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182774,9000,2011-11-08 16:17:14,10859,2011-11-08 16:17:14,10859,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,95619.0
O_SELECTED,182807,7000,2011-11-15 11:47:43,10910,2011-11-15 11:47:43,10910,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182807,7000,2011-11-15 11:47:45,10910,2011-11-15 11:47:45,10910,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182807,7000,2011-11-15 11:47:45,10910,2011-11-15 11:47:45,10910,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182807,7000,2011-11-28 15:37:14,10861,2011-11-28 15:37:14,10861,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1136969.0
O_SELECTED,182831,10000,2011-11-07 19:25:53,11200,2011-11-07 19:25:53,11200,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182831,10000,2011-11-07 19:25:54,11200,2011-11-07 19:25:54,11200,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182831,10000,2011-11-07 19:25:54,11200,2011-11-07 19:25:54,11200,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_SENT_BACK,182831,10000,2011-11-16 10:12:26,11029,2011-11-16 10:12:26,11029,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,744392.0
O_CANCELLED,182831,10000,2011-11-17 14:46:07,11189,2011-11-17 14:46:07,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,102821.0
O_SELECTED,182843,20000,2011-11-07 16:32:12,11202,2011-11-07 16:32:12,11202,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182843,20000,2011-11-07 16:32:13,11202,2011-11-07 16:32:13,11202,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182843,20000,2011-11-07 16:32:13,11202,2011-11-07 16:32:13,11202,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182843,20000,2011-11-18 20:31:54,10909,2011-11-18 20:31:54,10909,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,964781.0
O_SELECTED,182843,20000,2011-11-18 20:31:54,10909,2011-11-18 20:31:54,10909,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,964781.0
O_CREATED,182843,20000,2011-11-18 20:31:55,10909,2011-11-18 20:31:55,10909,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182843,20000,2011-11-18 20:31:55,10909,2011-11-18 20:31:55,10909,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182843,20000,2011-12-19 09:15:26,112,2011-12-19 09:15:26,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2637811.0
O_SELECTED,182864,30000,2011-11-07 20:09:44,11119,2011-11-07 20:09:44,11119,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182864,30000,2011-11-07 20:09:46,11119,2011-11-07 20:09:46,11119,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182864,30000,2011-11-07 20:09:46,11119,2011-11-07 20:09:46,11119,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182864,30000,2011-12-08 09:15:26,112,2011-12-08 09:15:26,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2639140.0
O_SELECTED,182873,10000,2011-11-08 10:13:10,10859,2011-11-08 10:13:10,10859,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182873,10000,2011-11-08 10:13:11,10859,2011-11-08 10:13:11,10859,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182873,10000,2011-11-08 10:13:11,10859,2011-11-08 10:13:11,10859,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182873,10000,2011-12-09 09:15:24,112,2011-12-09 09:15:24,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2674933.0
O_SELECTED,182882,20000,2011-11-07 19:36:38,11169,2011-11-07 19:36:38,11169,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182882,20000,2011-11-07 19:36:39,11169,2011-11-07 19:36:39,11169,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182882,20000,2011-11-07 19:36:39,11169,2011-11-07 19:36:39,11169,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182882,20000,2011-12-06 19:52:29,11179,2011-12-06 19:52:29,11179,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2506550.0
O_SELECTED,182912,8000,2011-11-14 21:02:42,11203,2011-11-14 21:02:42,11203,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182912,8000,2011-11-14 21:02:43,11203,2011-11-14 21:02:43,11203,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182912,8000,2011-11-14 21:02:43,11203,2011-11-14 21:02:43,11203,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182912,8000,2011-12-15 09:15:42,112,2011-12-15 09:15:42,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2635979.0
O_SELECTED,182921,40000,2011-11-07 20:52:18,11200,2011-11-07 20:52:18,11200,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182921,40000,2011-11-07 20:52:20,11200,2011-11-07 20:52:20,11200,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182921,40000,2011-11-07 20:52:21,11200,2011-11-07 20:52:21,11200,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182921,40000,2011-11-22 13:15:38,11200,2011-11-22 13:15:38,11200,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1268597.0
O_SELECTED,182936,15000,2011-11-08 09:34:35,11189,2011-11-08 09:34:35,11189,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182936,15000,2011-11-08 09:34:37,11189,2011-11-08 09:34:37,11189,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182936,15000,2011-11-08 09:34:37,11189,2011-11-08 09:34:37,11189,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182936,15000,2011-12-06 16:34:06,10859,2011-12-06 16:34:06,10859,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2444369.0
O_SELECTED,182936,15000,2011-12-06 16:34:06,10859,2011-12-06 16:34:06,10859,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,2444369.0
O_CREATED,182936,15000,2011-12-06 16:34:09,10859,2011-12-06 16:34:09,10859,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,3.0
O_SENT,182936,15000,2011-12-06 16:34:09,10859,2011-12-06 16:34:09,10859,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,3.0
O_CANCELLED,182936,15000,2012-01-06 09:15:19,112,2012-01-06 09:15:19,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2652070.0
O_SELECTED,182939,17500,2011-11-07 21:05:31,11169,2011-11-07 21:05:31,11169,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182939,17500,2011-11-07 21:05:33,11169,2011-11-07 21:05:33,11169,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182939,17500,2011-11-07 21:05:33,11169,2011-11-07 21:05:33,11169,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182939,17500,2011-12-06 10:55:25,10859,2011-12-06 10:55:25,10859,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2468992.0
O_SELECTED,182939,17500,2011-12-06 10:55:25,10859,2011-12-06 10:55:25,10859,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,2468992.0
O_CREATED,182939,17500,2011-12-06 10:55:27,10859,2011-12-06 10:55:27,10859,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182939,17500,2011-12-06 10:55:27,10859,2011-12-06 10:55:27,10859,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182939,17500,2012-01-06 09:15:07,112,2012-01-06 09:15:07,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2672380.0
O_SELECTED,182945,5000,2011-11-07 20:51:28,11169,2011-11-07 20:51:28,11169,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182945,5000,2011-11-07 20:51:29,11169,2011-11-07 20:51:29,11169,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182945,5000,2011-11-07 20:51:29,11169,2011-11-07 20:51:29,11169,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182945,5000,2011-11-24 20:22:33,10861,2011-11-24 20:22:33,10861,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1467064.0
O_SELECTED,182951,4000,2011-11-08 12:13:20,10982,2011-11-08 12:13:20,10982,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182951,4000,2011-11-08 12:13:23,10982,2011-11-08 12:13:23,10982,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,3.0
O_SENT,182951,4000,2011-11-08 12:13:23,10982,2011-11-08 12:13:23,10982,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,3.0
O_CANCELLED,182951,4000,2011-11-28 15:48:30,10861,2011-11-28 15:48:30,10861,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1740907.0
O_SELECTED,182969,10000,2011-11-08 18:40:12,11181,2011-11-08 18:40:12,11181,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182969,10000,2011-11-08 18:40:13,11181,2011-11-08 18:40:13,11181,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,182969,10000,2011-11-08 18:40:13,11181,2011-11-08 18:40:13,11181,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,182969,10000,2011-11-25 16:52:40,11169,2011-11-25 16:52:40,11169,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1462347.0
O_SELECTED,182993,20000,2011-11-08 10:37:24,11169,2011-11-08 10:37:24,11169,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,182993,20000,2011-11-08 10:37:26,11169,2011-11-08 10:37:26,11169,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,182993,20000,2011-11-08 10:37:26,11169,2011-11-08 10:37:26,11169,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,182993,20000,2011-12-06 18:11:08,11181,2011-12-06 18:11:08,11181,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2446422.0
O_SELECTED,183037,20000,2011-11-08 12:31:35,11189,2011-11-08 12:31:35,11189,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183037,20000,2011-11-08 12:31:37,11189,2011-11-08 12:31:37,11189,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183037,20000,2011-11-08 12:31:37,11189,2011-11-08 12:31:37,11189,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183037,20000,2011-11-15 20:59:06,11189,2011-11-15 20:59:06,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,635249.0
O_SELECTED,183040,40000,2011-11-08 11:49:32,10880,2011-11-08 11:49:32,10880,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183040,40000,2011-11-08 11:49:33,10880,2011-11-08 11:49:33,10880,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183040,40000,2011-11-08 11:49:33,10880,2011-11-08 11:49:33,10880,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183040,40000,2011-11-08 11:50:21,10880,2011-11-08 11:50:21,10880,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,48.0
O_SELECTED,183040,40000,2011-11-08 11:50:21,10880,2011-11-08 11:50:21,10880,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,48.0
O_CREATED,183040,40000,2011-11-08 11:50:23,10880,2011-11-08 11:50:23,10880,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183040,40000,2011-11-08 11:50:23,10880,2011-11-08 11:50:23,10880,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183040,40000,2011-11-22 20:03:41,11122,2011-11-22 20:03:41,11122,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1239198.0
O_SELECTED,183049,20000,2011-11-08 12:55:18,10859,2011-11-08 12:55:18,10859,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183049,20000,2011-11-08 12:55:20,10859,2011-11-08 12:55:20,10859,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183049,20000,2011-11-08 12:55:20,10859,2011-11-08 12:55:20,10859,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183049,20000,2011-11-22 11:27:57,11189,2011-11-22 11:27:57,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1204357.0
O_SELECTED,183064,10000,2011-11-08 18:07:40,11181,2011-11-08 18:07:40,11181,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183064,10000,2011-11-08 18:07:41,11181,2011-11-08 18:07:41,11181,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183064,10000,2011-11-08 18:07:41,11181,2011-11-08 18:07:41,11181,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_SENT_BACK,183064,10000,2011-11-18 13:03:23,11029,2011-11-18 13:03:23,11029,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,845742.0
O_CANCELLED,183064,10000,2011-11-26 10:22:54,11000,2011-11-26 10:22:54,11000,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,681571.0
O_SELECTED,183100,10000,2011-11-08 17:35:18,11122,2011-11-08 17:35:18,11122,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183100,10000,2011-11-08 17:35:19,11122,2011-11-08 17:35:19,11122,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183100,10000,2011-11-08 17:35:19,11122,2011-11-08 17:35:19,11122,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183100,10000,2011-11-16 20:03:04,10881,2011-11-16 20:03:04,10881,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,700065.0
O_SELECTED,183121,42500,2011-11-08 15:07:17,10859,2011-11-08 15:07:17,10859,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183121,42500,2011-11-08 15:07:18,10859,2011-11-08 15:07:18,10859,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183121,42500,2011-11-08 15:07:18,10859,2011-11-08 15:07:18,10859,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_SENT_BACK,183121,42500,2011-11-17 09:37:19,11029,2011-11-17 09:37:19,11029,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,757801.0
O_CANCELLED,183121,42500,2011-11-22 13:21:39,11189,2011-11-22 13:21:39,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,445460.0
O_SELECTED,183139,13500,2011-11-08 17:11:23,11169,2011-11-08 17:11:23,11169,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183139,13500,2011-11-08 17:11:24,11169,2011-11-08 17:11:24,11169,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183139,13500,2011-11-08 17:11:24,11169,2011-11-08 17:11:24,11169,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183139,13500,2011-11-22 11:24:43,11189,2011-11-22 11:24:43,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1188799.0
O_SELECTED,183145,45000,2011-11-08 16:02:50,10982,2011-11-08 16:02:50,10982,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183145,45000,2011-11-08 16:02:52,10982,2011-11-08 16:02:52,10982,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183145,45000,2011-11-08 16:02:52,10982,2011-11-08 16:02:52,10982,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183145,45000,2011-12-09 09:15:29,112,2011-12-09 09:15:29,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2653957.0
O_SELECTED,183154,30000,2011-11-08 19:21:59,11181,2011-11-08 19:21:59,11181,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183154,30000,2011-11-08 19:22:00,11181,2011-11-08 19:22:00,11181,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183154,30000,2011-11-08 19:22:00,11181,2011-11-08 19:22:00,11181,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183154,30000,2011-11-17 20:44:54,11119,2011-11-17 20:44:54,11119,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,782574.0
O_SELECTED,183154,30000,2011-11-17 20:44:54,11119,2011-11-17 20:44:54,11119,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,782574.0
O_CREATED,183154,30000,2011-11-17 20:44:55,11119,2011-11-17 20:44:55,11119,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183154,30000,2011-11-17 20:44:55,11119,2011-11-17 20:44:55,11119,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183154,30000,2011-11-24 20:51:02,11000,2011-11-24 20:51:02,11000,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,605167.0
O_SELECTED,183175,15000,2011-11-08 17:08:42,11202,2011-11-08 17:08:42,11202,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183175,15000,2011-11-08 17:08:43,11202,2011-11-08 17:08:43,11202,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183175,15000,2011-11-08 17:08:43,11202,2011-11-08 17:08:43,11202,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_SENT_BACK,183175,15000,2011-12-06 11:03:09,11049,2011-12-06 11:03:09,11049,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,2397266.0
O_CANCELLED,183175,15000,2012-01-19 10:21:07,10931,2012-01-19 10:21:07,10931,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,3799078.0
O_SELECTED,183181,5000,2011-11-09 18:03:42,10913,2011-11-09 18:03:42,10913,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183181,5000,2011-11-09 18:03:44,10913,2011-11-09 18:03:44,10913,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183181,5000,2011-11-09 18:03:44,10913,2011-11-09 18:03:44,10913,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183181,5000,2011-12-10 09:15:26,112,2011-12-10 09:15:26,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2646702.0
O_SELECTED,183187,15000,2011-11-08 17:37:42,10862,2011-11-08 17:37:42,10862,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183187,15000,2011-11-08 17:37:43,10862,2011-11-08 17:37:43,10862,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183187,15000,2011-11-08 17:37:43,10862,2011-11-08 17:37:43,10862,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183187,15000,2011-12-09 09:15:32,112,2011-12-09 09:15:32,112,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2648269.0
O_SELECTED,183214,20000,2011-11-08 18:48:38,11122,2011-11-08 18:48:38,11122,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183214,20000,2011-11-08 18:48:40,11122,2011-11-08 18:48:40,11122,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183214,20000,2011-11-08 18:48:40,11122,2011-11-08 18:48:40,11122,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183214,20000,2011-11-16 20:32:56,10881,2011-11-16 20:32:56,10881,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,697456.0
O_SELECTED,183232,8000,2011-11-08 19:52:06,11122,2011-11-08 19:52:06,11122,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183232,8000,2011-11-08 19:52:07,11122,2011-11-08 19:52:07,11122,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183232,8000,2011-11-08 19:52:07,11122,2011-11-08 19:52:07,11122,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183232,8000,2011-11-08 19:54:59,11122,2011-11-08 19:54:59,11122,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,172.0
O_SELECTED,183232,8000,2011-11-08 19:54:59,11122,2011-11-08 19:54:59,11122,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,172.0
O_CREATED,183232,8000,2011-11-08 19:55:01,11122,2011-11-08 19:55:01,11122,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183232,8000,2011-11-08 19:55:01,11122,2011-11-08 19:55:01,11122,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_SENT_BACK,183232,8000,2011-11-15 13:02:42,11259,2011-11-15 13:02:42,11259,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,580061.0
O_CANCELLED,183232,8000,2011-11-16 20:24:30,10881,2011-11-16 20:24:30,10881,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,112908.0
O_SELECTED,183247,7000,2011-11-09 14:42:40,11120,2011-11-09 14:42:40,11120,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183247,7000,2011-11-09 14:42:41,11120,2011-11-09 14:42:41,11120,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183247,7000,2011-11-09 14:42:41,11120,2011-11-09 14:42:41,11120,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183247,7000,2011-11-24 15:43:13,11180,2011-11-24 15:43:13,11180,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1299632.0
O_SELECTED,183247,7000,2011-11-24 15:43:13,11180,2011-11-24 15:43:13,11180,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,1299632.0
O_CREATED,183247,7000,2011-11-24 15:43:15,11180,2011-11-24 15:43:15,11180,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183247,7000,2011-11-24 15:43:15,11180,2011-11-24 15:43:15,11180,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_SENT_BACK,183247,7000,2011-12-02 09:32:40,11259,2011-12-02 09:32:40,11259,0.0,o,return,return,<NO_DESC>,o_return,2,cancel,668965.0
O_CANCELLED,183247,7000,2011-12-09 14:46:41,11002,2011-12-09 14:46:41,11002,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,623641.0
O_SELECTED,183253,2500,2011-11-09 15:26:01,10880,2011-11-09 15:26:01,10880,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183253,2500,2011-11-09 15:26:02,10880,2011-11-09 15:26:02,10880,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,1.0
O_SENT,183253,2500,2011-11-09 15:26:02,10880,2011-11-09 15:26:02,10880,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,1.0
O_CANCELLED,183253,2500,2011-11-09 16:00:09,11120,2011-11-09 16:00:09,11120,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2047.0
O_SELECTED,183253,2500,2011-11-09 16:00:09,11120,2011-11-09 16:00:09,11120,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,2047.0
O_CREATED,183253,2500,2011-11-09 16:00:11,11120,2011-11-09 16:00:11,11120,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183253,2500,2011-11-09 16:00:11,11120,2011-11-09 16:00:11,11120,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183253,2500,2011-12-08 16:21:12,10861,2011-12-08 16:21:12,10861,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,2506861.0
O_SELECTED,183256,15000,2011-11-09 09:37:02,10861,2011-11-09 09:37:02,10861,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183256,15000,2011-11-09 09:37:04,10861,2011-11-09 09:37:04,10861,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183256,15000,2011-11-09 09:37:04,10861,2011-11-09 09:37:04,10861,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183256,15000,2011-11-25 17:50:20,11203,2011-11-25 17:50:20,11203,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,1411996.0
O_SELECTED,183271,10000,2011-11-09 10:15:45,10861,2011-11-09 10:15:45,10861,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,0.0
O_CREATED,183271,10000,2011-11-09 10:15:47,10861,2011-11-09 10:15:47,10861,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183271,10000,2011-11-09 10:15:47,10861,2011-11-09 10:15:47,10861,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
O_CANCELLED,183271,10000,2011-11-09 10:18:14,10861,2011-11-09 10:18:14,10861,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,cancel,147.0
O_SELECTED,183271,10000,2011-11-09 10:18:14,10861,2011-11-09 10:18:14,10861,0.0,o,select,select,<NO_DESC>,o_select,2,cancel,147.0
O_CREATED,183271,10000,2011-11-09 10:18:16,10861,2011-11-09 10:18:16,10861,0.0,o,create,create,<NO_DESC>,o_create,3,cancel,2.0
O_SENT,183271,10000,2011-11-09 10:18:16,10861,2011-11-09 10:18:16,10861,0.0,o,send,send,<NO_DESC>,o_send,3,cancel,2.0
